id,pos_x,pos_y
1.0,85.96193181818182,383.7698863636364
2.0,74.73579545454545,393.6085227272727
3.0,74.54659090909091,388.7522727272727
4.0,91.89034090909091,380.9318181818182
5.0,96.17897727272727,378.97670454545454
6.0,98.82784090909091,378.09375
7.0,102.04431818181818,378.0306818181818
8.0,104.3778409090909,378.09375
9.0,107.8465909090909,377.96761363636364
10.0,109.86477272727272,377.9045454545454
11.0,112.0721590909091,377.4630681818182
12.0,112.63977272727273,377.14772727272725
13.0,111.94602272727273,379.48125
14.0,113.20738636363636,382.8238636363636
15.0,112.51363636363637,384.2113636363636
16.0,112.0721590909091,374.5619318181818
17.0,112.3875,371.47159090909093
18.0,112.45056818181818,370.5255681818182
19.0,111.56761363636363,368.4443181818182
20.0,111.50454545454545,365.2909090909091
21.0,111.81988636363636,362.26363636363635
22.0,111.06306818181818,360.43465909090907
23.0,107.40511363636364,359.86704545454546
24.0,104.31477272727273,359.7409090909091
25.0,101.2875,359.4886363636364
26.0,98.32329545454546,359.2994318181818
27.0,95.42215909090909,359.17329545454544
28.0,90.94431818181818,359.80397727272725
29.0,84.95284090909091,361.9482954545455
30.0,79.4659090909091,363.7772727272727
31.0,115.79318181818182,411.5829545454545
32.0,115.35170454545455,405.9068181818182
33.0,116.10852272727273,400.9875
34.0,117.11761363636364,398.0863636363636
35.0,118.44204545454545,394.9960227272727
36.0,118.31590909090909,392.09488636363636
37.0,118.88352272727273,388.9414772727273
38.0,119.82954545454545,385.91420454545454
39.0,120.01875,384.3375
40.0,120.90170454545455,383.89602272727274
41.0,124.24431818181819,383.64375
42.0,123.92897727272727,384.2744318181818
43.0,123.67670454545454,384.8420454545454
44.0,124.68579545454546,382.7607954545455
45.0,126.07329545454546,379.7335227272727
46.0,126.13636363636364,377.2738636363636
47.0,125.63181818181818,375.2556818181818
48.0,126.57784090909091,372.73295454545456
49.0,126.83011363636363,370.9039772727273
50.0,124.30738636363637,372.2284090909091
51.0,120.39715909090908,372.6068181818182
52.0,120.39715909090908,374.8772727272727
53.0,120.39715909090908,377.2738636363636
54.0,120.3340909090909,379.7965909090909
55.0,120.08181818181818,307.0789772727273
56.0,121.84772727272727,310.7369318181818
57.0,121.46931818181818,315.4039772727273
58.0,121.53238636363636,321.01704545454544
59.0,123.92897727272727,327.63920454545456
60.0,126.45170454545455,333.6306818181818
61.0,127.14545454545454,338.04545454545456
62.0,127.14545454545454,341.1357954545455
63.0,127.14545454545454,343.0278409090909
64.0,127.77613636363637,344.2261363636364
65.0,129.0375,345.8659090909091
66.0,123.04602272727273,342.1448863636364
67.0,113.96420454545455,339.5590909090909
68.0,110.87386363636364,339.3068181818182
69.0,107.8465909090909,339.24375
70.0,104.75625,338.1085227272727
71.0,103.30568181818182,337.35170454545454
72.0,101.98125,336.8471590909091
73.0,97.31420454545454,334.51363636363635
74.0,91.44886363636364,330.66647727272726
75.0,85.52045454545454,329.7835227272727
76.0,91.76420454545455,311.49375
77.0,95.10681818181818,314.2056818181818
78.0,99.9,320.70170454545456
79.0,103.68409090909091,325.6210227272727
80.0,103.55795454545455,331.5494318181818
81.0,103.81022727272727,340.50511363636366
82.0,104.75625,343.6585227272727
83.0,105.07159090909092,346.6857954545454
84.0,107.97272727272727,349.83920454545455
85.0,110.55852272727273,351.85738636363635
86.0,111.63068181818181,353.0556818181818
87.0,111.69375,356.14602272727274
88.0,114.40568181818182,354.2539772727273
89.0,115.79318181818182,355.0107954545455
90.0,118.69431818181818,356.96590909090907
91.0,118.2528409090909,359.2994318181818
92.0,117.81136363636364,362.3897727272727
93.0,117.6221590909091,363.5880681818182
94.0,116.29772727272727,363.7772727272727
95.0,115.79318181818182,363.7772727272727
96.0,116.36079545454545,362.64204545454544
97.0,119.26193181818182,364.4710227272727
98.0,122.35227272727273,364.53409090909093
99.0,117.74829545454546,365.54318181818184
100.0,115.22556818181818,368.4443181818182
101.0,113.20738636363636,369.8948863636364
102.0,124.875,364.53409090909093
103.0,125.88409090909092,364.4710227272727
104.0,128.34375,364.78636363636366
105.0,131.05568181818182,365.0386363636364
106.0,132.06477272727273,364.8494318181818
107.0,131.1818181818182,366.6153409090909
108.0,129.28977272727272,368.5073863636364
109.0,127.58693181818182,370.27329545454546
110.0,132.1909090909091,363.3988636363636
111.0,132.38011363636363,362.83125
112.0,131.1818181818182,362.32670454545456
113.0,128.6590909090909,361.3806818181818
114.0,125.50568181818181,360.05625
115.0,122.54147727272728,358.60568181818184
116.0,119.51420454545455,356.96590909090907
117.0,119.51420454545455,356.5875
118.0,122.60454545454546,355.32613636363635
119.0,123.92897727272727,353.4340909090909
120.0,126.51477272727273,350.7852272727273
121.0,130.425,344.6045454545455
122.0,132.25397727272727,343.91079545454545
123.0,135.34431818181818,343.97386363636366
124.0,135.5965909090909,343.97386363636366
125.0,137.7409090909091,343.97386363636366
126.0,141.27272727272728,343.6585227272727
127.0,146.3181818181818,343.40625
128.0,150.4806818181818,343.53238636363636
129.0,149.40852272727273,338.1715909090909
130.0,149.34545454545454,331.3602272727273
131.0,150.66988636363635,324.0443181818182
132.0,135.84886363636363,338.42386363636365
133.0,135.975,337.7301136363636
134.0,135.6596590909091,341.0096590909091
135.0,135.72272727272727,348.38863636363635
136.0,133.26306818181817,353.7494318181818
137.0,131.30795454545455,350.4068181818182
138.0,130.61420454545456,347.44261363636366
139.0,139.0653409090909,349.5869318181818
140.0,143.5431818181818,346.30738636363634
141.0,134.20909090909092,357.0289772727273
142.0,133.1369318181818,357.84886363636366
143.0,133.26306818181817,355.89375
144.0,132.88465909090908,358.9840909090909
145.0,132.88465909090908,360.43465909090907
146.0,132.94772727272726,361.69602272727275
147.0,150.1653409090909,345.0460227272727
148.0,117.68522727272727,365.79545454545456
149.0,118.94659090909092,373.8681818181818
150.0,116.17159090909091,375.12954545454545
151.0,110.62159090909091,359.0471590909091
152.0,113.27045454545454,361.88522727272726
153.0,118.94659090909092,372.03920454545454
154.0,138.68693181818182,349.3346590909091
155.0,143.60625,345.6767045454545
156.0,147.3272727272727,346.18125
157.0,150.4806818181818,343.2170454545454
158.0,133.2,353.7494318181818
159.0,142.09261363636364,349.3346590909091
160.0,131.37102272727273,374.8772727272727
161.0,130.1096590909091,374.30965909090907
162.0,131.93863636363636,372.48068181818184
163.0,130.61420454545456,371.5346590909091
164.0,132.56931818181818,369.3272727272727
165.0,127.77613636363637,373.3636363636364
166.0,128.7221590909091,371.28238636363636
167.0,124.81193181818182,373.1744318181818
168.0,123.61363636363636,370.4625
169.0,126.70397727272727,369.76875
170.0,126.83011363636363,366.80454545454546
171.0,128.7221590909091,367.18295454545455
172.0,129.0375,365.10170454545454
173.0,129.3528409090909,369.1380681818182
174.0,131.11875,367.3090909090909
175.0,131.74943181818182,365.35397727272726
176.0,133.38920454545453,367.18295454545455
177.0,133.76761363636365,365.6693181818182
178.0,134.01988636363637,364.1556818181818
179.0,129.16363636363636,362.89431818181816
180.0,131.62329545454546,363.8403409090909
181.0,134.20909090909092,362.5789772727273
182.0,132.06477272727273,361.69602272727275
183.0,129.3528409090909,361.3806818181818
184.0,126.38863636363637,359.2994318181818
185.0,129.54204545454544,358.79488636363635
186.0,132.25397727272727,358.5426136363636
187.0,134.6505681818182,360.4977272727273
188.0,135.28125,357.5335227272727
189.0,129.47897727272726,356.33522727272725
190.0,132.50625,355.5153409090909
191.0,131.24488636363637,353.24488636363634
192.0,134.2721590909091,351.22670454545454
193.0,134.33522727272728,353.8755681818182
194.0,137.48863636363637,355.95681818181816
195.0,137.67784090909092,352.1727272727273
196.0,119.07272727272728,372.7960227272727
197.0,104.88238636363636,382.06704545454545
198.0,112.3875,383.45454545454544
199.0,109.23409090909091,383.45454545454544
200.0,112.3875,380.42727272727274
201.0,109.29715909090909,380.42727272727274
202.0,118.50511363636363,383.3914772727273
203.0,115.41477272727273,383.45454545454544
204.0,118.50511363636363,380.42727272727274
205.0,115.35170454545455,380.3011363636364
206.0,124.5596590909091,383.45454545454544
207.0,121.53238636363636,383.45454545454544
208.0,124.49659090909091,380.42727272727274
209.0,121.53238636363636,380.42727272727274
